Date,Ativo,Retorno_Diario
2023-11-07,BBAS3.SA,0.011298071126283116
2023-11-08,BBAS3.SA,0.012740155020275035
2023-11-09,BBAS3.SA,-0.041803709826178204
2023-11-10,BBAS3.SA,0.014744401526257667
2023-11-13,BBAS3.SA,-0.003781854715515509
2023-11-14,BBAS3.SA,0.00479512106279012
2023-11-16,BBAS3.SA,-0.00019874022886290366
2023-11-17,BBAS3.SA,0.007557603735469431
2023-11-20,BBAS3.SA,0.005329512015022297
2023-11-21,BBAS3.SA,0.007068839211042732
2023-11-22,BBAS3.SA,-0.0085785771383724
2023-11-23,BBAS3.SA,0.003342946979996375
2023-11-24,BBAS3.SA,-0.0011760758975367658
2023-11-27,BBAS3.SA,0.018445896535587147
2023-11-28,BBAS3.SA,0.014450828727202047
2023-11-29,BBAS3.SA,0.0015195822788993674
2023-11-30,BBAS3.SA,0.029205323090502056
2023-12-01,BBAS3.SA,0.0020268807553669443
2023-12-04,BBAS3.SA,-0.003861687319595797
2023-12-05,BBAS3.SA,0.0
2023-12-06,BBAS3.SA,-0.021414075179095438
2023-12-07,BBAS3.SA,0.01622346163948829
2023-12-08,BBAS3.SA,0.01076658120845142
2023-12-11,BBAS3.SA,-0.00018380101477077915
2023-12-12,BBAS3.SA,-0.029533297751701992
2023-12-13,BBAS3.SA,0.009142777903839772
2023-12-14,BBAS3.SA,0.006606433594340988
2023-12-15,BBAS3.SA,0.02400145544595489
2023-12-18,BBAS3.SA,0.0007323188110839318
2023-12-19,BBAS3.SA,0.0036597219144196558
2023-12-20,BBAS3.SA,-0.01166808523851115
2023-12-21,BBAS3.SA,0.0014757702886876167
2023-12-22,BBAS3.SA,0.0027626260331810037
2023-12-26,BBAS3.SA,0.009184517841990036
2023-12-27,BBAS3.SA,-0.001456161679240675
2023-12-28,BBAS3.SA,0.009661018666725862
2024-01-02,BBAS3.SA,-0.011373911145575843
2024-01-03,BBAS3.SA,0.0009130523132565571
2024-01-04,BBAS3.SA,-0.01058205104468124
2024-01-05,BBAS3.SA,0.011986173617351659
2024-01-08,BBAS3.SA,0.008564020357416435
2024-01-09,BBAS3.SA,-0.01499548938013473
2024-01-10,BBAS3.SA,-0.001650680362422996
2024-01-11,BBAS3.SA,0.006797647857230693
2024-01-12,BBAS3.SA,0.005839527015058632
2024-01-15,BBAS3.SA,0.01959358384312382
2024-01-16,BBAS3.SA,-0.005693979402062732
2024-01-17,BBAS3.SA,0.001968501761000052
2024-01-18,BBAS3.SA,-0.011609317746020364
2024-01-19,BBAS3.SA,0.01048086469027254
2024-01-22,BBAS3.SA,-0.006616759358843205
2024-01-23,BBAS3.SA,0.017821922630420817
2024-01-24,BBAS3.SA,0.0019454449782041472
2024-01-25,BBAS3.SA,-0.0012357199229033888
2024-01-26,BBAS3.SA,0.006892987179198284
2024-01-29,BBAS3.SA,-0.007898927556260427
2024-01-30,BBAS3.SA,-0.00513090734085786
2024-01-31,BBAS3.SA,0.003912419430571523
2024-02-01,BBAS3.SA,0.022852242849446203
2024-02-02,BBAS3.SA,-0.00034653969228193304
2024-02-05,BBAS3.SA,0.010741562311358033
2024-02-06,BBAS3.SA,0.021597563548827026
2024-02-07,BBAS3.SA,-0.0026846886649505297
2024-02-08,BBAS3.SA,-0.015141162451781764
